regio,gm_naam,gwb_code,a_inw,bev_dich,p_wcorpw,g_ele,g_gas,g_ink_po,g_ink_pi,p_hh_hi,a_soz_ww,pst_mvp,pst_dekp,ste_oad,woz_2023,woz_2024,woz_2025,woz_2026,act_woz_incr,pred_change_25,pred_change_26
Benschop Boveneind-Benedeneind,Lopik,BU03310019,1165.0,55.0,1.0,3821.1111111111113,1647.922026846123,45.74582467510327,37.500000000000014,37.66272083300854,-7.194887423191158,3405.0,1,125.0,664.0,681.0,693,745,71.54,1.76,7.5
Polsbroek-Dorp,Lopik,BU03310020,645.0000000000001,2852.0,16.0,2802.716049382716,1126.2717635874014,43.69999999999999,34.400000000000006,33.900000000000006,-15.812933565110011,3415.0,1,105.0,385.0,399.0,416,438,80.54,4.26,5.29
Polsbroek-Noordzijdseweg-Zuidzijdseweg,Lopik,BU03310029,700.0,63.0,0.0,3538.271604938272,1388.8430645047251,49.89832645340573,39.86170899679762,39.82444143041458,-0.1234567901234555,3415.0,1,55.0,608.0,625.0,635,643,57.04,1.6,1.26
Losser-West,Losser,BU01680001,7805.0,3426.0,17.0,2871.7283950617284,1038.6446916797822,37.5,31.40000000000001,20.4,38.14814814814815,7582.0,4,1137.0,344.0,363.0,381,401,77.07,4.96,5.25
Bedrijfsterrein Losser,Losser,BU01680002,155.0,295.0,0.0,3345.8518781189828,1449.7353275605674,37.73185536062093,33.3,20.4,-9.16122532019504,7581.0,5,518.0000000000001,319.0,323.0,339,361,41.05,4.95,6.49
Losser-Oost,Losser,BU01680003,4960.0,3351.0,30.0,2614.074074074074,1229.149955500313,33.8,28.2,11.9,18.64197530864197,7581.0,1,1159.0,288.0,305.0,319,329,67.58,4.59,3.13
Verspreide huizen Losser,Losser,BU01680009,855.0,54.0,7.000000000000002,3831.481481481481,1416.7137849208518,40.000000000000014,36.29999999999999,29.27063027774496,-0.2469135802469146,7581.0,5,131.0,499.0,493.0,516,520,57.51,4.67,0.78
Glane kern,Losser,BU01680101,200.0,1936.0,0.0,2888.336038291738,1160.152815228735,31.8,27.6,18.45893074668433,-6.2411238385621495,7585.0,1,73.0,286.0,294.0,317,334,62.43,7.82,5.36
Verspreide huizen Glane,Losser,BU01680109,240.0,57.0,0.0,3776.6061268077,1697.5987318589296,52.25597076172541,43.8,34.84840997449355,-11.489143955985217,7585.0,1,112.0,541.0,562.0,591,621,88.59,5.16,5.08
Overdinkel kern,Losser,BU01680201,3560.0,2451.0,32.0,2802.098765432099,1170.729392674211,31.8,26.1,11.3,28.64197530864197,7586.0,1,499.0,276.0,285.0,301,314,79.25,5.61,4.32
Verspreide huizen Overdinkel,Losser,BU01680209,570.0,67.0,0.0,3770.4938271604938,1508.8709992878792,39.8895283622045,34.9,26.60414126953848,-7.659641582581852,7586.0,1,239.0,473.0,485.0,507,540,73.21,4.54,6.51
De Lutte kern,Losser,BU01680301,2640.0,2048.0,7.000000000000002,3171.7283950617284,1259.570625068037,36.3,32.800000000000004,24.6,19.25925925925926,7587.0,1,319.0,421.0,441.0,462,489,99.55,4.76,5.84
Verspreide huizen De Lutte,Losser,BU01680309,1305.0,33.0,0.0,4032.716049382716,1438.2716049382716,40.40000000000002,34.80000000000001,36.61362409349624,9.753086419753089,7587.0,1,75.0,572.0,587.0,612,638,68.68,4.26,4.25
Beuningen kern,Losser,BU01680401,305.0,2468.0,3.0,3257.901234567901,1324.145368585981,31.800000000000004,28.800000000000004,25.643674486641054,-4.124859844256434,7588.0,1,62.0,447.0,467.0,496,537,81.01,6.21,8.27
Verspreide huizen Beuningen,Losser,BU01680409,720.0,32.0,0.0,3999.8765432098767,1533.8546342798306,36.2,29.699999999999992,35.8,-11.543099927548608,7588.0,1,34.0,518.0,513.0,539,553,50.88,5.07,2.6
Kerkdriel,Maasdriel,BU02630000,6965.0,3268.0,31.0,2952.716049382716,1157.7476535863966,40.30000000000001,33.1,21.6,38.14814814814815,5331.0,1,836.0,371.0,381.0,397,413,54.88,4.2,4.03
Velddriel,Maasdriel,BU02630001,855.0,1622.0,13.0,3269.2794911015467,1332.183532736516,40.00000000000001,32.70000000000001,27.44404993941829,-6.894524510713676,5334.0,1,224.0,457.0,459.0,474,496,45.25,3.27,4.64
Hoenzadriel,Maasdriel,BU02630002,230.0,378.0,0.0,3353.779378811149,1713.258171104448,40.1,33.8,17.52750193698477,-12.663300556273324,5333.0,1,104.0,501.0,528.0,547,568,45.05,3.6,3.84
Alem,Maasdriel,BU02630003,545.0,2142.0,11.0,3402.098765432099,1362.319257498997,40.29999999999999,33.2,26.013680543912663,-0.2469135802469146,5335.0,1,110.0,404.0,415.0,437,459,47.69,5.3,5.03
Verspreide huizen Noord Beemden,Maasdriel,BU02630006,295.0,148.0,0.0,3684.7592342907415,1682.0410189207291,33.54719604291835,28.3,20.51235792840155,-10.606588490581904,5334.0,4,123.0,611.0,627.0,629,624,76.62,0.32,-0.79
"Verspreide huizen Kerkdriel, Berm en Hoorzik",Maasdriel,BU02630007,1155.0,586.0,0.0,3422.714263692566,1355.3519084062143,49.00000000000001,35.7,39.03602631902741,-3.498847564880609,5331.0,1,473.0,452.0,488.0,503,528,54.43,3.07,4.97
"Verspreide huizen Velddriel, Vlierd en Beemden",Maasdriel,BU02630008,720.0,100.0,5.0,4157.901234567901,1168.641975308642,37.600000000000016,33.20000000000001,23.44980803875917,-3.742270796303554,5334.0,1,131.0,530.0,557.0,572,584,46.19,2.69,2.1
Verspreide huizen Maasdijk en Uiterwaarden,Maasdriel,BU02630009,230.0,35.0,0.0,4831.234567901234,1920.8568147851308,30.39999999999999,29.200000000000003,26.51417356258549,0.0,5331.0,5,211.0,554.0,579.0,581,605,46.21,0.35,4.13
Ammerzoden,Maasdriel,BU02630100,2900.0,2208.0,25.0,2931.851851851852,1176.0303498526675,34.70000000000001,33.8,22.5,29.135802469135804,5324.0,1,489.0,372.0,389.0,406,423,58.78,4.37,4.19
Well,Maasdriel,BU02630101,545.0,1497.0,22.0,3137.0619406925166,1245.524591237844,39.79999999999999,31.3,27.008326189864675,-9.69861497981172,5325.0,1,185.0,398.0,408.0,429,448,56.32,5.15,4.43
Wellseind-Slijkwell,Maasdriel,BU02630102,345.0,471.0,7.000000000000002,3544.977347587638,1474.539303265303,44.33929649416324,36.67906034373898,29.19195376587517,-11.024892903829734,5325.0,1,94.0,524.0,533.0,554,578,43.28,3.94,4.33
Verspreide huizen Het Heust,Maasdriel,BU02630108,310.0,81.0,16.0,3389.6726590606672,956.1461387397384,32.8072112410774,24.899999999999995,27.204255271187503,-10.245430391604426,5325.0,1,234.0,440.0,451.0,469,483,79.68,3.99,2.99
Verspreide huizen Uilecoten,Maasdriel,BU02630109,740.0,205.0,0.0,3552.962962962963,1149.6296296296296,40.50000000000001,32.400000000000006,39.99999999999999,-8.005251446825401,5324.0,1,374.0,511.0,533.0,551,574,44.44,3.38,4.17
Hedel,Maasdriel,BU02630200,4495.0,2710.0,18.0,3062.222222222222,1144.439177538587,41.79999999999999,34.89999999999999,26.4,39.25925925925926,5321.0,1,612.0,395.0,406.0,423,438,56.15,4.19,3.55
Verspreide huizen in het bouwgebied,Maasdriel,BU02630208,600.0,105.0,5.999999999999998,3673.1789928718335,1483.4224250367529,41.49999999999999,33.400000000000006,36.0609995454554,-10.631676325487046,5321.0,1,450.0,582.0,582.0,615,640,51.96,5.67,4.07
Verspreide huizen in de polder Hedel,Maasdriel,BU02630209,180.0,35.0,0.0,3832.211197516516,1282.0987654320988,53.17525962163026,43.7,36.7834787513633,0.0,5321.0,1,386.0,546.0,584.0,606,621,60.88,3.77,2.48
Heerewaarden,Maasdriel,BU02630300,1080.0,2418.0,26.0,2806.9906426910584,1097.77138191507,37.7,33.3,17.5,9.506172839506172,6624.0,1,192.0,341.0,365.0,379,397,67.43,3.84,4.75
"Huizendijk, Voorne, De Kop en Veluwe",Maasdriel,BU02630301,185.0,123.0,0.0,3505.7972270427817,1474.9349159657509,50.000000000000014,42.00000000000001,17.5,-12.57116600445968,6624.0,1,74.0,474.0,498.0,522,549,57.59,4.82,5.17
Verspreide huizen Heerewaarden,Maasdriel,BU02630309,85.0,25.0,0.0,3083.319138594268,1243.6689583334523,28.4,25.199999999999992,17.5,-14.582668713223589,6624.0,1,170.0,493.0,525.0,528,523,181.93,0.57,-0.95
Rossum,Maasdriel,BU02630400,2160.0,1897.0,27.0,2963.708908871121,1195.5712427203966,39.79999999999999,33.400000000000006,23.4,19.50617283950617,5328.0,1,326.0,385.0,399.0,416,438,56.47,4.26,5.29
Hurwenen,Maasdriel,BU02630401,655.0,921.0,14.0,3325.5631696966407,1424.6374700085862,43.6,35.599999999999994,28.67588029539981,-7.481996616764821,5327.0,1,115.0,441.0,457.0,476,497,52.84,4.16,4.41
Verspreide huizen Hurwenen en Rossum,Maasdriel,BU02630408,760.0,88.0,0.0,3778.765432098765,1581.184044987017,43.99999999999999,38.29999999999999,32.8711969744653,-5.672285057096946,5328.0,3,194.0,495.0,513.0,538,566,46.57,4.87,5.2
Maasbracht,Maasgouw,BU16410000,5755.0,1737.0,27.0,2692.5925925925926,1258.948693200455,42.2,36.7,18.0,29.012345679012345,6051.0,1,744.0,283.0,288.0,294,299,62.71,2.08,1.7
Brachterbeek,Maasgouw,BU16410001,1190.0,1169.9999999999998,11.0,3241.358024691358,1340.8801436931064,36.8,31.2,23.62544331818899,9.629629629629632,6051.0,1,333.0,356.0,362.0,373,384,57.39,3.04,2.95
Linne,Maasgouw,BU16410100,3845.0,1685.0,13.0,2972.962962962963,1261.1970001643376,38.8,34.2,19.7,29.382716049382715,6067.0,1,491.0,309.0,315.0,321,326,63.21,1.9,1.56
Stevensweert waaronder Bilt,Maasgouw,BU16410200,1385.0,448.0,8.0,3063.456790123457,1286.948371666804,35.500000000000014,31.6,21.73163430056491,8.776052225385321,6107.0,1,255.0,308.0,315.0,322,326,55.94,2.22,1.24
Eiland-Brandt,Maasgouw,BU16410201,355.0,194.0,0.0,3621.1111111111113,1558.4769120000688,40.2,33.29999999999999,24.737109023873163,-8.941317953287122,6107.0,1,207.0,400.0,400.0,416,430,47.06,4.0,3.37
Laak,Maasgouw,BU16410300,195.0,121.0,5.0,3077.5308641975307,1409.3851781950875,64.00000000000001,56.600000000000016,39.52178727107594,0.0,6109.0,1,55.0,360.0,369.0,378,386,52.48,2.44,2.12
Ohé,Maasgouw,BU16410301,645.0000000000001,424.0,10.0,3454.567901234568,1494.3128694320567,47.399999999999984,40.30000000000001,25.93091344337302,-5.469079011919025,6109.0,1,103.0,357.0,362.0,377,391,49.59,4.14,3.71
Thorn,Maasgouw,BU16410400,2375.0,1338.0,24.0,2844.4444444444443,1167.3361146434054,36.8,31.9,19.0,19.382716049382715,6017.0,1,406.0,315.0,319.0,324,330,58.71,1.57,1.85
Verspreide huizen Thorn,Maasgouw,BU16410409,105.0,27.0,0.0,2903.2098765432097,1257.9192251482232,36.8,31.9,19.0,0.0,6017.0,1,119.0,462.0,502.0,516,534,81.88,2.79,3.49
Heel,Maasgouw,BU16410500,4120.0,1189.9999999999998,9.0,3081.234567901234,1400.2608649884496,43.1,37.6,23.6,29.382716049382715,6097.0,1,482.0,340.0,344.0,352,357,50.88,2.33,1.42
Panheel,Maasgouw,BU16410501,235.0,245.0,8.0,3841.975308641976,1629.6285934114674,39.40000000000002,33.000000000000014,23.6,-11.514758599911335,6097.0,1,127.0,383.0,388.0,404,420,48.09,4.12,3.96
Verspreide huizen Heel,Maasgouw,BU16410509,220.0,44.0,0.0,3112.738946108577,1516.8904941777855,38.8,33.0,19.33415683362109,-15.990050754583326,6097.0,1,179.0,495.0,496.0,510,519,71.63,2.82,1.76
Beegden,Maasgouw,BU16410600,1880.0,257.0,10.0,3100.864197530864,1335.3006639569874,37.500000000000014,32.099999999999994,23.499108179246434,8.652682790501238,6099.0,1,281.0000000000001,335.0,343.0,352,357,55.91,2.62,1.42
Wessem,Maasgouw,BU16410700,2000.0,720.0,13.0,2901.4814814814813,1194.882487714026,34.600000000000016,31.40000000000001,20.9,19.382716049382715,6019.0,1,318.0,290.0,297.0,306,314,57.98,3.03,2.61
Taanschuurpolder,Maassluis,BU05560101,2915.0,6313.0,26.0,2414.074074074074,697.9265116585108,33.7,32.29999999999999,16.511685276701638,29.62962962962963,3143.0,1,2217.0,303.0,326.0,337,347,71.58,3.37,2.97
Vertobuurt,Maassluis,BU05560201,2745.0,8283.0,51.0,2264.074074074074,595.5340911490316,35.7,31.7,18.0,29.25925925925926,3142.0,1,2695.0,290.0,305.0,317,326,55.61,3.93,2.84
Bloemenbuurt,Maassluis,BU05560202,850.0,6020.0,83.0,1516.0324871655275,341.0921970667164,27.000000000000007,20.3,2.7,-11.550799062974525,3142.0,1,2517.0,226.0,234.0,244,254,61.38,4.27,4.1
Bomendal,Maassluis,BU05560203,2085.0,6898.0,61.0,2263.456790123457,719.3521515040981,35.599999999999994,24.9,17.7,19.753086419753085,3142.0,1,2230.0,266.0,285.0,297,310,50.79,4.21,4.38
Sluispolder Oost,Maassluis,BU05560301,3350.0,6672.0,38.0,2054.567901234568,530.3624416444038,37.49999999999999,31.200000000000003,13.9,39.25925925925926,3141.0,1,1873.0,263.0,278.0,290,303,61.63,4.32,4.48
Sluispolder West,Maassluis,BU05560302,1665.0,5675.0,39.0,2123.0937529395824,610.7667242526755,33.99999999999999,25.8,14.099999999999998,19.50617283950617,3141.0,1,2210.0,260.0,281.0,290,301,92.47,3.2,3.79
Binnenstad,Maassluis,BU05560303,1125.0,11424.0,69.99999999999999,1636.632085638566,359.3463890887883,32.49999999999999,27.2,9.65753689923834,-2.9504375406164627,3141.0,1,2530.0,216.0,235.0,246,257,65.49,4.68,4.47
Kapelpolder,Maassluis,BU05560401,1335.0,3594.0,54.0,2314.6913580246915,680.9013315914688,31.1,23.199999999999992,15.1,-16.14859750320787,3144.0,1,2694.0,273.0,284.0,295,309,56.91,3.87,4.75
Componistenbuurt,Maassluis,BU05560402,2065.0,11444.0,69.99999999999999,1894.4444444444443,335.47689301444325,28.899999999999995,26.200000000000003,11.3,19.62962962962963,3144.0,1,2546.0,246.0,255.0,266,276,50.89,4.31,3.76
Koningshoek,Maassluis,BU05560403,1865.0,5627.0,52.0,2083.703703703704,578.6788963812427,34.79999999999999,30.3,15.0,9.753086419753089,3144.0,1,2371.0,253.0,268.0,277,287,56.73,3.36,3.61
Het Balkon,Maassluis,BU05560404,2245.0,8545.0,19.0,2755.1369622448588,705.1299684604296,49.7,39.1152064842761,39.27878462918727,17.06331017378088,3144.0,1,1844.0,456.0,464.0,477,495,66.91,2.8,3.77
Vogelbuurt,Maassluis,BU05560501,3670.0,5913.0,7.000000000000002,2602.716049382716,968.2029947474618,39.7,34.5,18.5,29.382716049382715,3145.0,1,2139.0,304.0,323.0,332,341,70.0,2.79,2.71
Burgemeesterswijk,Maassluis,BU05560502,3020.0,8413.0,58.0,2804.796409391045,473.58024691358025,40.100000000000016,29.8,16.599999999999998,29.62962962962963,3145.0,1,1711.0,332.0,349.0,362,378,68.6,3.72,4.42
Steendijkpolder Noord,Maassluis,BU05560601,2195.0,4128.0,12.0,2586.41975308642,657.4624841798667,40.89999999999999,33.999999999999986,24.29999999999999,9.629629629629632,3146.0,1,1284.0,344.0,371.0,390,407,71.76,5.12,4.36
Steendijkpolder Zuid,Maassluis,BU05560602,2680.0,5104.0,23.0,2571.7283950617284,568.2826574476419,39.2,34.4,15.699999999999996,19.25925925925926,3146.0,1,1227.0,325.0,343.0,358,375,68.97,4.37,4.75
Zuidbuurt,Maassluis,BU05560701,125.0,95.0,0.0,3890.8369848836346,1784.6491563310155,52.49999999999999,41.89999999999999,15.699999999999996,0.0,3141.0,1,747.0,764.0,785.0,801,801,38.69,2.04,0.0
Wilgenrijk,Maassluis,BU05560801,1805.0,1669.0,8.0,3422.007118015408,425.06172839506166,52.49999999999999,49.6,15.699999999999996,17.34401564457299,3147.0,1,1701.0,575.0,612.0,645,653,178.18,5.39,1.24
Binnenstad,Maastricht,BU09350000,2330.0,7468.0,9.0,1956.41975308642,953.2691293729451,22.500000000000007,19.5,6.400000000000002,4.748799041733655,6211.0,1,4813.0,333.0,316.0,300,286,48.36,-5.06,-4.67
Jekerkwartier,Maastricht,BU09350001,1680.0,3323.0,22.0,2579.873309328131,1023.5802469135804,42.546142285562176,38.379548813678994,14.1,5.931453415176822,6211.0,1,4448.0,448.0,433.0,429,430,44.33,-0.92,0.23
Kommelkwartier,Maastricht,BU09350002,2760.0,10815.0,22.0,1983.0864197530864,733.0864197530864,36.62901224378252,32.294622022429806,9.999999999999998,33.850682904781245,6211.0,1,4315.0,328.0,329.0,330,332,59.71,0.3,0.61
Statenkwartier,Maastricht,BU09350003,5015.0,11834.0,29.0,1844.4444444444443,553.3333333333334,34.6,33.3,7.300000000000001,47.5653316135634,6211.0,1,4018.0,309.0,309.0,304,300,85.03,-1.62,-1.32
Boschstraatkwartier,Maastricht,BU09350004,1970.0,6391.0,24.0,1582.469135802469,838.1703321101683,40.60000000000001,38.7,6.699999999999999,19.62962962962963,6211.0,1,3750.0,234.0,227.0,230,229,49.34,1.32,-0.43
Sint Maartenspoort,Maastricht,BU09350005,2065.0,5626.0,56.0,1783.7037037037037,801.9804988499553,30.3,26.600000000000005,7.199999999999999,24.569984041108555,6221.0,1,3992.0,265.0,262.0,265,265,77.03,1.15,0.0
Wyck,Maastricht,BU09350006,5630.000000000001,9957.0,12.0,2042.5925925925928,861.5711339095755,45.2,44.1,12.599999999999998,39.50617283950617,6221.0,1,4327.0,402.0,392.0,388,388,56.8,-1.02,0.0
Villapark,Maastricht,BU09350100,3190.0,4006.0,4.0,2842.5925925925926,1314.095316724458,57.09999999999998,54.1,37.0,19.62962962962963,6212.0,1,2122.0,592.0,564.0,564,561,50.4,0.0,-0.53
Jekerdal,Maastricht,BU09350101,1220.0,3907.0,14.0,2662.83950617284,1173.669397590465,48.30000000000001,41.3,27.803728066000875,9.753086419753089,6212.0,1,2057.0,497.0,501.0,500,503,67.0,-0.2,0.6
Biesland,Maastricht,BU09350102,1995.0,3578.0,1.0,2317.4074074074074,1098.3950617283951,43.908074209482265,38.37431438869776,20.3,20.44568767829635,6213.0,1,2457.0,391.0,390.0,394,394,14.71,1.03,0.0
Campagne,Maastricht,BU09350103,1260.0,3213.0,0.0,2955.018701538407,1198.3950617283951,50.899999999999984,45.6,27.9,3.890490416103088,6213.0,1,1872.0,460.0,462.0,470,471,62.68,1.73,0.21
Wolder,Maastricht,BU09350104,1455.0,2666.0,15.0,2651.4814814814813,1152.5139664105063,42.1,35.099999999999994,21.600000000000005,9.753086419753089,6213.0,2,1098.0,368.0,366.0,370,378,56.41,1.09,2.16
Sint Pieter,Maastricht,BU09350105,135.0,22.0,0.0,3542.83950617284,1809.1441010893764,56.00529439548882,47.91984920224422,21.600000000000005,-12.137574679958052,6212.0,3,538.0,828.0,832.0,864,864,73.44,3.85,0.0
Brusselsepoort,Maastricht,BU09350200,5630.000000000001,6146.0,30.0,2054.567901234568,832.6668207483751,30.500000000000004,28.300000000000004,9.7,39.38271604938272,6217.0,4,3411.0,276.0,275.0,273,271,76.28,-0.73,-0.73
Mariaberg,Maastricht,BU09350201,5005.0,9179.0,62.0,2104.567901234568,774.7569517861159,29.600000000000005,25.600000000000005,5.800000000000001,48.76543209876543,6214.0,1,3457.0,248.0,244.0,248,250,86.26,1.64,0.81
Belfort,Maastricht,BU09350202,2590.0,5303.0,0.0,2464.6913580246915,835.4677258874533,35.7,31.1,9.8,19.50617283950617,6216.0,1,2814.0,272.0,267.0,268,267,74.51,0.37,-0.37
Pottenberg,Maastricht,BU09350203,2330.0,4657.0,85.0,1995.679012345679,412.5705286595392,24.30000000000001,19.0,4.400000000000002,19.135802469135804,6216.0,1,2292.0,207.0,204.0,205,205,82.14,0.49,0.0
Malpertuis,Maastricht,BU09350204,2145.0,5459.0,82.0,2127.901234567901,479.0917187158717,24.100000000000005,21.2,3.3000000000000007,19.382716049382715,6217.0,1,2508.0,218.0,213.0,217,217,93.64,1.88,0.0
Caberg,Maastricht,BU09350205,3170.0,5228.0,72.0,2104.567901234568,609.3374307712185,27.2,22.0,4.599999999999998,39.38271604938272,6217.0,1,2092.0,229.0,225.0,228,233,80.0,1.33,2.19
Oud-Caberg,Maastricht,BU09350206,1920.0,1158.9999999999998,38.0,2312.83950617284,1028.9452573435158,54.77888652734957,47.7,23.71902100988142,9.629629629629632,6218.0,1,1836.0,309.0,287.0,291,294,60.34,1.39,1.03
Malberg,Maastricht,BU09350207,5325.0,4087.0,62.0,2305.8024691358023,907.4396934331376,30.0,25.9,6.5,38.641975308641975,6218.0,1,1727.0,243.0,241.0,245,249,95.93,1.66,1.63
Dousberg-Hazendans,Maastricht,BU09350208,1875.0,1393.0,0.0,3059.135802469136,1060.8477545082503,41.50000000000001,34.599999999999994,35.48559971158445,9.38271604938272,6215.0,3,1605.0,416.0,412.0,425,435,66.13,3.16,2.35
Daalhof,Maastricht,BU09350209,6360.0,5789.0,41.0,2314.074074074074,958.164537986,33.7,29.9,8.900000000000002,48.39506172839506,6215.0,2,2049.0,239.0,233.0,234,234,61.81,0.43,0.0
Boschpoort,Maastricht,BU09350300,1570.0,1667.0,46.0,2483.703703703704,852.7643860336613,31.100000000000005,27.0,9.5,19.50617283950617,6219.0,1,1087.0,255.0,259.0,260,260,73.83,0.39,0.0
Frontenkwartier,Maastricht,BU09350302,475.0,953.0,37.0,2665.3086419753085,924.5831062555892,30.6,24.2,12.389513434840074,-12.834647932873503,6217.0,3,3840.0,343.0,330.0,322,297,76.47,-2.42,-7.76
Wyckerpoort,Maastricht,BU09350400,4025.0,4569.0,35.0,2005.1851851851848,910.7384847731198,33.79999999999999,30.5,7.300000000000001,39.13580246913581,6224.0,1,3753.0,260.0,267.0,266,267,105.38,-0.37,0.38
Heugemerveld,Maastricht,BU09350401,2825.0,8565.0,53.0,2013.4567901234568,605.2546751393876,31.3,27.6,10.7,19.62962962962963,6221.0,1,3697.0,254.0,256.0,257,258,72.97,0.39,0.39
Wittevrouwenveld,Maastricht,BU09350402,6055.0,5392.0,47.0,2184.938271604938,663.9617687281459,31.8,27.4,8.500000000000002,58.888888888888886,6224.0,4,3076.0,256.0,261.0,261,261,81.25,0.0,0.0
Nazareth,Maastricht,BU09350403,3140.0,2450.0,64.0,2176.0493827160494,874.2261351308813,27.2,23.7,2.8000000000000007,39.13580246913581,6222.0,1,1603.0,210.0,207.0,210,214,78.45,1.45,1.9
Limmel,Maastricht,BU09350404,2580.0,2108.0,50.0,2493.827160493828,775.6292763711447,20.4,18.4,3.8000000000000007,19.62962962962963,6222.0,1,1094.0,248.0,249.0,251,251,72.92,0.8,0.0
Scharn,Maastricht,BU09350405,6735.0,1829.0,23.0,2462.222222222222,992.6826880851188,43.9,38.3,21.5,39.13580246913581,6226.0,3,2656.0,349.0,347.0,346,344,52.86,-0.29,-0.58
Amby,Maastricht,BU09350406,6505.0,1429.0,23.0,2691.358024691358,1119.1778176554835,44.1,37.8,25.3,48.76543209876543,6225.0,1,1016.0,389.0,391.0,397,400,79.36,1.53,0.76
Borgharen,Maastricht,BU09350501,1710.0,579.0,19.0,2603.9506172839506,1218.218019308925,33.0,28.70000000000001,9.2,9.629629629629632,6223.0,1,351.0,271.0,271.0,276,280,67.28,1.85,1.45
Itteren,Maastricht,BU09350502,925.0,374.0,9.0,2993.2098765432097,1258.651530394325,36.4,32.00000000000001,16.9,3.6515131516967294,6223.0,1,146.0,329.0,330.0,337,344,63.37,2.12,2.08
Randwyck,Maastricht,BU09350600,2875.0,1068.0,8.0,1826.9326622068168,812.2021202037166,36.60000000000001,32.4,9.1,44.14553520674558,6229.0,1,2393.0,216.0,167.0,161,150,-5.65,-3.59,-6.83
Heugem,Maastricht,BU09350601,4350.0,2816.0,42.0,2130.617283950617,848.1927131639067,37.2,32.7,13.8,39.25925925925926,6229.0,1,1570.0,275.0,273.0,274,277,46.77,0.37,1.09
Heer,Maastricht,BU09350602,7340.0,3437.0,35.0,2303.333333333333,852.9236442516856,34.20000000000001,29.4,11.1,48.02469135802469,6227.0,1,2159.0,279.0,271.0,272,272,62.28,0.37,0.0
De Heeg,Maastricht,BU09350603,5905.0,4177.0,39.0,2322.345679012345,755.1851851851852,35.69999999999999,30.399999999999995,10.7,48.14814814814815,6228.0,1,1612.0,247.0,246.0,252,256,74.47,2.44,1.59
